0,1,2
641609467927351298,OMG,O
641609467927351298,my,O
641609467927351298,ass,O
641609467927351298,😭,O
641609467927351298,I,O
641609467927351298,just,O
641609467927351298,had,O
641609467927351298,a,O
641609467927351298,cortisone,B-Drug
641609467927351298,injection,O
641609467927351298,to,O
641609467927351298,sort,O
641609467927351298,out,O
641609467927351298,my,O
641609467927351298,allergies,O
641609467927351298,&,O
641609467927351298,amp,O
641609467927351298,;,O
641609467927351298,this,O
641609467927351298,weird,O
641609467927351298,rash,B-Symptom
641609467927351298,that,O
641609467927351298,keeps,O
641609467927351298,appearing,O
641609467927351298,on,O
641609467927351298,my,O
641609467927351298,face,O
641609467927351298,.,O
641609467927351298,HATE,O
641609467927351298,needles,O
641609467927351298,😩,O
641609467927351298,😖,O
641609467927351298,😰,O
641609467927351298,😪,O
641610283534929920,bad,O
641610283534929920,thing,O
641610283534929920,about,O
641610283534929920,only,O
641610283534929920,sleeping,O
641610283534929920,5,O
641610283534929920,hours,O
641610283534929920,:,O
641610283534929920,trazodone,B-Drug
641610283534929920,not,O
641610283534929920,worn,O
641610283534929920,off,O
641610283534929920,yet,O
641610283534929920,when,O
641610283534929920,it,O
641610283534929920,',O
641610283534929920,s,O
641610283534929920,time,O
641610283534929920,to,O
641610283534929920,wake,O
641610283534929920,up,O
641610283534929920,.,O
641610283534929920,😴,O
641617385099816962,Lower,O
641617385099816962,dose,O
641617385099816962,of,O
641617385099816962,Ritalin,B-Drug
641617385099816962,and,O
641617385099816962,a,O
641617385099816962,higher,O
641617385099816962,dose,O
641617385099816962,of,O
641617385099816962,Cymbalta,B-Drug
641617385099816962,.,O
641617385099816962,Told,O
641617385099816962,my,O
641617385099816962,dr,O
641617385099816962,how,O
641617385099816962,much,O
641617385099816962,trouble,O
641617385099816962,I,O
641617385099816962,have,O
641617385099816962,sleeping,B-Symptom
641617385099816962,.,O
641617385099816962,Hope,O
641617385099816962,this,O
641617385099816962,helps,O
641617385099816962,.,O
641625800442310657,*,O
641625800442310657,takes,O
641625800442310657,vyvanse,B-Drug
641625800442310657,*,O
641625800442310657,*,O
641625800442310657,falls,B-Symptom
641625800442310657,asleep,I-Symptom
641625800442310657,",",O
641625800442310657,feels,O
641625800442310657,worse,O
641625800442310657,*,O
641630423764725762,Nivolumab,O
641630423764725762,May,O
641630423764725762,Be,O
641630423764725762,Better,O
641630423764725762,Than,O
641630423764725762,Chemo,O
641630423764725762,For,O
641630423764725762,Certain,O
641630423764725762,Patients,O
641630423764725762,With,O
641630423764725762,sqNSCLC,B-Disease
641630423764725762,.,O
641630423764725762,1,O
641630423764725762,-,O
641630423764725762,year,O
641630423764725762,OS,O
641630423764725762,of,O
641630423764725762,42,O
641630423764725762,%,O
641630423764725762,-,O
641630423764725762,nivo,O
641630423764725762,vs,O
641630423764725762,24,O
641630423764725762,%,O
641630423764725762,-,O
641630423764725762,docetaxel,B-Drug
641630423764725762,.,O
641630423764725762,@,O
641630423764725762,IASLC,O
641630423764725762,#,O
641630423764725762,WCLC2015,O
641662694710358016,Results,O
641662694710358016,of,O
641662694710358016,E1505,O
641662694710358016,announced,O
641662694710358016,for,O
641662694710358016,the,O
641662694710358016,first,O
641662694710358016,time,O
641662694710358016,:,O
641662694710358016,No,O
641662694710358016,difference,O
641662694710358016,in,O
641662694710358016,OS,O
641662694710358016,or,O
641662694710358016,DFS,O
641662694710358016,by,O
641662694710358016,adding,O
641662694710358016,Avastin,B-Drug
641662694710358016,to,O
641662694710358016,adjuvant,O
641662694710358016,chemo,O
641662694710358016,after,O
641662694710358016,surgery,O
641662694710358016,in,O
641662694710358016,NSCLC,B-Disease
641663922357964800,Bevacizumab,B-Drug
641663922357964800,failed,O
641663922357964800,to,O
641663922357964800,improve,O
641663922357964800,survival,O
641663922357964800,when,O
641663922357964800,added,O
641663922357964800,to,O
641663922357964800,chemotherapy,O
641663922357964800,in,O
641663922357964800,resected,O
641663922357964800,NSCLC,B-Disease
641663922357964800,after,O
641663922357964800,1500,O
641663922357964800,patiets,O
641663922357964800,#,O
641663922357964800,WCLC2015,O
641730221951946752,#,O
641730221951946752,WCLC2015,O
641730221951946752,Adding,O
641730221951946752,bevacizumab,B-Drug
641730221951946752,to,O
641730221951946752,chemotherapy,O
641730221951946752,in,O
641730221951946752,patients,O
641730221951946752,with,O
641730221951946752,resected,O
641730221951946752,NSCLC,B-Disease
641730221951946752,did,O
641730221951946752,not,O
641730221951946752,improve,O
641730221951946752,overall,O
641730221951946752,survival,O
641730221951946752,",",O
641730221951946752,according,O
641730221951946752,to,O
641730221951946752,new,O
641730221951946752,data,O
641730221951946752,.,O
641732159867330560,Anxiety,B-Symptom
641732159867330560,so,O
641732159867330560,i,O
641732159867330560,took,O
641732159867330560,3,O
641732159867330560,k,O
641732159867330560,pins,O
641732159867330560,needed,O
641732159867330560,engry,O
641732159867330560,so,O
641732159867330560,drink,O
641732159867330560,a,O
641732159867330560,redbull,O
641732159867330560,&,O
641732159867330560,amp,O
641732159867330560,;,O
641732159867330560,did,O
641732159867330560,some,O
641732159867330560,subutex,B-Drug
641732159867330560,now,O
641732159867330560,im,O
641732159867330560,drinkin,O
641732159867330560,a,O
641732159867330560,cold,O
641732159867330560,one,O
641732159867330560,lol,O
641732159867330560,i,O
641732159867330560,should,O
641732159867330560,be,O
641732159867330560,called,O
641732159867330560,sir,O
641732159867330560,mix,O
641732159867330560,alot,O
641801042242330624,If,O
641801042242330624,i,O
641801042242330624,was,O
641801042242330624,ever,O
641801042242330624,to,O
641801042242330624,become,O
641801042242330624,a,O
641801042242330624,drug,O
641801042242330624,addict,O
641801042242330624,it,O
641801042242330624,would,O
641801042242330624,be,O
641801042242330624,to,O
641801042242330624,something,O
641801042242330624,like,O
641801042242330624,ritalin,B-Drug
641801042242330624,just,O
641801042242330624,so,O
641801042242330624,i,O
641801042242330624,could,O
641801042242330624,focus,B-Symptom
641801042242330624,in,O
641801042242330624,school,O
641818150913314816,day,O
641818150913314816,3,O
641818150913314816,with,O
641818150913314816,no,O
641818150913314816,cymbalta,B-Drug
641818150913314816,.,O
641818150913314816,depression,B-Disease
641818150913314816,is,O
641818150913314816,starting,O
641818150913314816,to,O
641818150913314816,hurt,O
641818150913314816,again,O
641831083382849536,vyvanse,B-Drug
641831083382849536,makes,O
641831083382849536,me,O
641831083382849536,like,O
641831083382849536,SOOOO,O
641831083382849536,damn,O
641831083382849536,happy,B-Symptom
641831083382849536,",",O
641831083382849536,until,O
641831083382849536,the,O
641831083382849536,next,O
641831083382849536,day,O
641831083382849536,then,O
641831083382849536,im,O
641831083382849536,like,O
641831083382849536,painfully,O
641831083382849536,depressed,B-Symptom
641831083382849536,but,O
641831083382849536,like,O
641831083382849536,.,O
641831083382849536,.,O
641831083382849536,.,O
641831083382849536,.,O
641831083382849536,.,O
641831083382849536,.,O
641831083382849536,.,O
641831083382849536,.,O
641831083382849536,worth,O
641831083382849536,it,O
641837712236900352,So,O
641837712236900352,fellow,O
641837712236900352,pre,O
641837712236900352,-,O
641837712236900352,menopausal,O
641837712236900352,breast,B-Disease
641837712236900352,cancer,I-Disease
641837712236900352,survivors,O
641837712236900352,-,O
641837712236900352,what,O
641837712236900352,is,O
641837712236900352,tamoxifen,B-Drug
641837712236900352,like,O
641837712236900352,?,O
641880185894076416,I,O
641880185894076416,',O
641880185894076416,m,O
641880185894076416,off,O
641880185894076416,birth,O
641880185894076416,control,O
641880185894076416,and,O
641880185894076416,Zoloft,B-Drug
641880185894076416,and,O
641880185894076416,I,O
641880185894076416,',O
641880185894076416,m,O
641880185894076416,losing,O
641880185894076416,weight,O
641880185894076416,again,O
641880185894076416,!,O
641880185894076416,Woo,O
641880185894076416,hoo,O
641880185894076416,",",O
641880185894076416,no,O
641880185894076416,more,O
641880185894076416,medicine,O
641880185894076416,that,O
641880185894076416,makes,O
641880185894076416,me,O
641880185894076416,fat,O
641880185894076416,!,O
641880185894076416,!,O
641884150207680512,Feeling,O
641884150207680512,so,O
641884150207680512,much,O
641884150207680512,better,O
641884150207680512,being,O
641884150207680512,manic,B-Symptom
641884150207680512,is,O
641884150207680512,rough,O
641884150207680512,I,O
641884150207680512,experience,O
641884150207680512,racing,B-Symptom
641884150207680512,thoughts,I-Symptom
641884150207680512,",",O
641884150207680512,high,O
641884150207680512,anxiety,B-Symptom
641884150207680512,etc,O
641884150207680512,.,O
641884150207680512,Lamictal,B-Drug
641884150207680512,is,O
641884150207680512,helping,O
641884150207680512,#,B-Disease
641884150207680512,BipolarDisorder,I-Disease
641884150207680512,#,O
641884150207680512,mania,O
641892757708124160,It,O
641892757708124160,was,O
641892757708124160,all,O
641892757708124160,fastness,O
641892757708124160,and,O
641892757708124160,noise,B-Symptom
641892757708124160,in,I-Symptom
641892757708124160,my,I-Symptom
641892757708124160,head,I-Symptom
641892757708124160,.,O
641892757708124160,After,O
641892757708124160,20mg,O
641892757708124160,diazepam,O
641892757708124160,and,O
641892757708124160,my,O
641892757708124160,morning,O
641892757708124160,400mg,O
641892757708124160,lamotrigine,B-Drug
641892757708124160,I,O
641892757708124160,',O
641892757708124160,m,O
641892757708124160,finally,O
641892757708124160,quieter,O
641892757708124160,&,O
641892757708124160,amp,O
641892757708124160,;,O
641892757708124160,now,O
641892757708124160,FUCKING,O
641892757708124160,HAMMERING,O
641892757708124160,!,O
641898421511671808,Kelly,O
641898421511671808,asks,O
641898421511671808,"""",O
641898421511671808,Has,O
641898421511671808,anyone,O
641898421511671808,had,O
641898421511671808,a,O
641898421511671808,Kenalog,B-Drug
641898421511671808,injection,O
641898421511671808,?,O
641898421511671808,I,O
641898421511671808,',O
641898421511671808,m,O
641898421511671808,getting,O
641898421511671808,them,O
641898421511671808,tomorrow,O
641898421511671808,to,O
641898421511671808,help,O
641898421511671808,my,O
641898421511671808,feet,O
641898421511671808,.,O
641898421511671808,They,O
641898421511671808,',O
641898421511671808,ve,O
641898421511671808,been,O
641898421511671808,swollen,O
641898421511671808,and,O
641898421511671808,painful,O
641898421511671808,for,O
641898421511671808,2,O
641898421511671808,days,O
641898421511671808,"""",O
641925560122408960,If,O
641925560122408960,the,O
641925560122408960,dr,O
641925560122408960,says,O
641925560122408960,this,O
641925560122408960,level,O
641925560122408960,of,O
641925560122408960,prednisone,B-Drug
641925560122408960,might,O
641925560122408960,make,O
641925560122408960,you,O
641925560122408960,have,O
641925560122408960,trouble,B-Symptom
641925560122408960,sleeping,I-Symptom
641925560122408960,.,O
641925560122408960,.,O
641925560122408960,.,O
641925560122408960,you,O
641925560122408960,might,O
641925560122408960,not,O
641925560122408960,wanna,O
641925560122408960,wash,O
641925560122408960,it,O
641925560122408960,down,O
641925560122408960,w,O
641925560122408960,a,O
641925560122408960,jumbo,O
641925560122408960,cupcake,O
641925560122408960,before,O
641925560122408960,bed,O
641934339773628418,Up,O
641934339773628418,to,O
641934339773628418,twenty,O
641934339773628418,mgs,O
641934339773628418,of,O
641934339773628418,Zyprexa,B-Drug
641934339773628418,and,O
641934339773628418,still,O
641934339773628418,the,O
641934339773628418,intrusive,B-Symptom
641934339773628418,thoughts,I-Symptom
641934339773628418,won,O
641934339773628418,',O
641934339773628418,t,O
641934339773628418,stop,O
641934339773628418,#,B-Drug
641934339773628418,zyprexa,I-Drug
641934339773628418,#,O
641934339773628418,depressiom,O
641934339773628418,#,B-Symptom
641934339773628418,intrusivethoughts,I-Symptom
641934339773628418,#,B-Symptom
641934339773628418,pain,I-Symptom
641934339773628418,x,O
642026643058352128,I,O
642026643058352128,',O
642026643058352128,m,O
642026643058352128,so,O
642026643058352128,stressed,B-Symptom
642026643058352128,out,O
642026643058352128,and,O
642026643058352128,I,O
642026643058352128,can,O
642026643058352128,',O
642026643058352128,t,O
642026643058352128,stop,O
642026643058352128,crying,B-Symptom
642026643058352128,.,O
642026643058352128,Everything,B-Symptom
642026643058352128,is,I-Symptom
642026643058352128,going,I-Symptom
642026643058352128,wrong,I-Symptom
642026643058352128,.,O
642026643058352128,I,O
642026643058352128,just,O
642026643058352128,want,O
642026643058352128,to,O
642026643058352128,down,O
642026643058352128,a,O
642026643058352128,bottle,O
642026643058352128,of,O
642026643058352128,trazodone,B-Drug
642026643058352128,and,O
642026643058352128,go,O
642026643058352128,to,O
642026643058352128,sleep,B-Symptom
642026643058352128,forever,I-Symptom
642026643058352128,.,O
642058182932754432,FUCK,O
642058182932754432,all,O
642058182932754432,the,O
642058182932754432,sudden,O
642058182932754432,I,O
642058182932754432,',O
642058182932754432,m,O
642058182932754432,throwing,B-Symptom
642058182932754432,up,I-Symptom
642058182932754432,again,O
642058182932754432,.,O
642058182932754432,.,O
642058182932754432,.,O
642058182932754432,.,O
642058182932754432,been,O
642058182932754432,nauseated,B-Symptom
642058182932754432,for,O
642058182932754432,two,O
642058182932754432,days,O
642058182932754432,.,O
642058182932754432,Seroquel,B-Drug
642058182932754432,withdrawals,B-Symptom
642058182932754432,.,O
642064262148542464,Lucentis,O
642064262148542464,v,O
642064262148542464,Avastin,B-Drug
642064262148542464,for,O
642064262148542464,degenerating,O
642064262148542464,sight,O
642064262148542464,Regulators,O
642064262148542464,remain,O
642064262148542464,blind,O
642064262148542464,to,O
642064262148542464,need,O
642064262148542464,to,O
642064262148542464,use,O
642064262148542464,latter,O
642064262148542464,and,O
642064262148542464,save,O
642064262148542464,millions,O
642064262148542464,for,O
642064262148542464,the,O
642064262148542464,NHS,O
642064262148542464,.,O
642064262148542464,Thanks,O
642064262148542464,as,O
642064262148542464,ever,O
642064262148542464,Roche,O
642064262148542464,!,O
642103911973654528,Seroquel,B-Drug
642103911973654528,sounds,O
642103911973654528,like,O
642103911973654528,a,O
642103911973654528,character,O
642103911973654528,from,O
642103911973654528,"""",O
642103911973654528,Guardians,O
642103911973654528,of,O
642103911973654528,the,O
642103911973654528,Galaxy,O
642103911973654528,"""",O
642103911973654528,tbh,O
642103911973654528,#,B-Disease
642103911973654528,bipolar,I-Disease
642159691523616773,Anyone,O
642159691523616773,(,O
642159691523616773,ever,O
642159691523616773,),O
642159691523616773,take,O
642159691523616773,Topamax,B-Drug
642159691523616773,for,O
642159691523616773,migraines,O
642159691523616773,?,O
642159691523616773,!,O
642159691523616773,Thoughts,O
642159691523616773,?,O
642159691523616773,!,O
642186677025415168,maybe,O
642186677025415168,im,O
642186677025415168,experiencing,O
642186677025415168,withdraws,B-Symptom
642186677025415168,.,O
642186677025415168,they,O
642186677025415168,say,O
642186677025415168,that,O
642186677025415168,happens,O
642186677025415168,when,O
642186677025415168,you,O
642186677025415168,stop,O
642186677025415168,taking,O
642186677025415168,cymbalta,B-Drug
642186677025415168,.,O
642223378485501953,am,O
642223378485501953,I,O
642223378485501953,going,O
642223378485501953,to,O
642223378485501953,regret,O
642223378485501953,taking,O
642223378485501953,my,O
642223378485501953,trazodone,B-Drug
642223378485501953,in,O
642223378485501953,the,O
642223378485501953,morning,O
642223378485501953,?,O
642223378485501953,most,O
642223378485501953,def,O
642223378485501953,.,O
642223378485501953,am,O
642223378485501953,I,O
642223378485501953,going,O
642223378485501953,to,O
642223378485501953,regret,O
642223378485501953,it,O
642223378485501953,while,O
642223378485501953,I,O
642223378485501953,have,O
642223378485501953,the,O
642223378485501953,deepest,B-Symptom
642223378485501953,sleep,I-Symptom
642223378485501953,of,O
642223378485501953,my,O
642223378485501953,life,O
642223378485501953,?,O
642223378485501953,no,O
642223378485501953,way,O
642223378485501953,😎,O
642224801541672960,shit,O
642224801541672960,vyvanse,B-Drug
642224801541672960,is,O
642224801541672960,so,O
642224801541672960,bad,O
642224801541672960,4,O
642224801541672960,me,O
642224801541672960,it,O
642224801541672960,makes,O
642224801541672960,me,O
642224801541672960,so,O
642224801541672960,fucking,O
642224801541672960,crazy,O
642224801541672960,depressed,B-Symptom
642224801541672960,for,O
642224801541672960,the,O
642224801541672960,whole,O
642224801541672960,entire,O
642224801541672960,day,O
642224801541672960,after,O
642224993129005056,I,O
642224993129005056,remember,O
