0,1,2
466130938393403392,and,O
466130938393403392,have,O
466130938393403392,scurvy,B-Disease
466139188560420864,fuck,O
466139188560420864,this,O
466139188560420864,headache,B-Symptom
466139188560420864,",",O
466139188560420864,where,O
466139188560420864,are,O
466139188560420864,those,O
466139188560420864,headache,B-Drug
466139188560420864,tablets,I-Drug
466144104301465600,Pricked,O
466144104301465600,from,O
466144104301465600,a,O
466144104301465600,person,O
466144104301465600,suspicious,O
466144104301465600,of,O
466144104301465600,having,O
466144104301465600,some,O
466144104301465600,chronic,B-Disease
466144104301465600,disease,I-Disease
466144104301465600,Allah,O
466144104301465600,mian,O
466144104301465600,bacha,O
466144104301465600,lena,O
466152874591129600,RT,O
466152874591129600,@,O
466152874591129600,ThatDamonGuy,O
466152874591129600,:,O
466152874591129600,How,O
466152874591129600,anyone,O
466152874591129600,can,O
466152874591129600,argue,O
466152874591129600,against,O
466152874591129600,legalising,O
466152874591129600,cannabis,B-Drug
466152874591129600,",",O
466152874591129600,but,O
466152874591129600,be,O
466152874591129600,in,O
466152874591129600,favour,O
466152874591129600,of,O
466152874591129600,keeping,O
466152874591129600,alcohol,O
466152874591129600,legal,O
466152874591129600,",",O
466152874591129600,is,O
466152874591129600,simply,O
466152874591129600,foolish,O
466152874591129600,",",O
466152874591129600,ignorant,O
466152874591129600,",",O
466152874591129600,…,O
466200870011822080,RT,O
466200870011822080,@,O
466200870011822080,PCapsule,O
466200870011822080,:,O
466200870011822080,The,O
466200870011822080,principal,O
466200870011822080,antioxidants,B-Drug
466200870011822080,are,O
466200870011822080,vitamin,B-Drug
466200870011822080,E,I-Drug
466200870011822080,",",O
466200870011822080,beta,B-Drug
466200870011822080,-,I-Drug
466200870011822080,carotene,I-Drug
466200870011822080,",",O
466200870011822080,vitamin,B-Drug
466200870011822080,C,I-Drug
466200870011822080,",",O
466200870011822080,and,O
466200870011822080,selenium,B-Drug
466200870011822080,.,O
466200870011822080,Foods,O
466200870011822080,Rich,O
466200870011822080,in,O
466200870011822080,Antioxidants,B-Drug
466200870011822080,:,I-Drug
466200870011822080,http,O
466200870011822080,:,O
466200870011822080,/,O
466200870011822080,/,O
466200870011822080,t,O
466200870011822080,.,O
466200870011822080,co,O
466200870011822080,/,O
466200870011822080,2Y,O
466200870011822080,…,O
466201348162461696,For,O
466201348162461696,fuck,O
466201348162461696,',O
466201348162461696,s,O
466201348162461696,sake,O
466201348162461696,-,O
466201348162461696,IMMUNIZE,O
466201348162461696,YOUR,O
466201348162461696,KIDS,O
466201348162461696,.,O
466201348162461696,"""",O
466201348162461696,.,O
466201348162461696,.,O
466201348162461696,.,O
466201348162461696,measles,B-Disease
466201348162461696,can,O
466201348162461696,lead,O
466201348162461696,to,O
466201348162461696,pneumonia,B-Disease
466201348162461696,and,O
466201348162461696,brain,B-Disease
466201348162461696,infections,I-Disease
466201348162461696,",",I-Disease
466201348162461696,which,O
466201348162461696,can,O
466201348162461696,be,O
466201348162461696,fatal,O
466201348162461696,.,O
466201348162461696,"""",O
466201348162461696,http,O
466201348162461696,:,O
466201348162461696,/,O
466201348162461696,/,O
466201348162461696,t,O
466201348162461696,.,O
466201348162461696,co,O
466201348162461696,/,O
466201348162461696,Na9da2vsX9,O
466201587237392384,Seasonal,O
466201587237392384,pollen,O
466201587237392384,can,O
466201587237392384,trigger,O
466201587237392384,allergies,B-Disease
466201587237392384,and,O
466201587237392384,asthma,B-Disease
466201587237392384,",",O
466201587237392384,but,O
466201587237392384,early,O
466201587237392384,intervention,O
466201587237392384,can,O
466201587237392384,help,O
466201587237392384,.,O
466201587237392384,Be,O
466201587237392384,sure,O
466201587237392384,to,O
466201587237392384,refill,O
466201587237392384,any,O
466201587237392384,allergy,B-Disease
466201587237392384,.,O
466201587237392384,.,O
466201587237392384,.,O
466201587237392384,http,O
466201587237392384,:,O
466201587237392384,/,O
466201587237392384,/,O
466201587237392384,t,O
466201587237392384,.,O
466201587237392384,co,O
466201587237392384,/,O
466201587237392384,dmuC0xg6zh,O
466202967168004096,I,O
466202967168004096,',O
466202967168004096,m,O
466202967168004096,so,O
466202967168004096,tired,B-Symptom
466202967168004096,",",O
466202967168004096,and,O
466202967168004096,hungry,B-Symptom
466202967168004096,.,O
466202967168004096,When,O
466202967168004096,I,O
466202967168004096,get,O
466202967168004096,home,O
466202967168004096,I,O
466202967168004096,going,O
466202967168004096,to,O
466202967168004096,knock,O
466202967168004096,my,O
466202967168004096,self,O
466202967168004096,out,O
466202967168004096,with,O
466202967168004096,food,O
466202967168004096,then,O
466202967168004096,sleep,O
466202967168004096,like,O
466202967168004096,a,O
466202967168004096,new,O
466202967168004096,born,O
466202967168004096,baby,O
466202967168004096,.,O
466207761248710657,RT,O
466207761248710657,@,O
466207761248710657,psychresearch,O
466207761248710657,:,O
466207761248710657,New,O
466207761248710657,study,O
466207761248710657,suggests,O
466207761248710657,desmopressin,B-Drug
466207761248710657,melt,O
466207761248710657,improves,O
466207761248710657,sleep,O
466207761248710657,patterns,O
466207761248710657,and,O
466207761248710657,psychological,O
466207761248710657,functioning,O
466207761248710657,of,O
466207761248710657,bedwetting,B-Symptom
466207761248710657,child,O
466207761248710657,.,O
466207761248710657,.,O
466207761248710657,.,O
466207761248710657,http,O
466207761248710657,:,O
466207761248710657,/,O
466207761248710657,…,O
466212127514972160,im,O
466212127514972160,tired,B-Symptom
466212127514972160,of,O
466212127514972160,being,O
466212127514972160,tired,B-Symptom
466230909604093952,@,O
466230909604093952,normiess,O
466230909604093952,_,O
466230909604093952,if,O
466230909604093952,I,O
466230909604093952,fart,B-Symptom
466230909604093952,",",O
466230909604093952,I,O
466230909604093952,blame,O
466230909604093952,it,O
466230909604093952,on,O
466230909604093952,you,O
466230909604093952,.,O
466230909604093952,And,O
466230909604093952,if,O
466230909604093952,you,O
466230909604093952,fart,B-Symptom
466230909604093952,",",O
466230909604093952,you,O
466230909604093952,blame,O
466230909604093952,it,O
466230909604093952,on,O
466230909604093952,me,O
466230909604093952,.,O
466234588017471488,RT,O
466234588017471488,@,O
466234588017471488,WHO,O
466234588017471488,:,O
466234588017471488,Using,O
466234588017471488,water,O
466234588017471488,from,O
466234588017471488,unregulated,O
466234588017471488,",",O
466234588017471488,unprotected,O
466234588017471488,groundwater,O
466234588017471488,sources,O
466234588017471488,puts,O
466234588017471488,people,O
466234588017471488,at,O
466234588017471488,high,O
466234588017471488,risk,O
466234588017471488,of,O
466234588017471488,diarrhoea,B-Symptom
466234588017471488,",",O
466234588017471488,typhoid,B-Disease
466234588017471488,",",O
466234588017471488,polio,B-Disease
466234588017471488,#,O
466234588017471488,Aleppo,O
466243270251913216,The,O
466243270251913216,mine,O
466243270251913216,companies,O
466243270251913216,and,O
466243270251913216,unions,O
466243270251913216,are,O
466243270251913216,putting,O
466243270251913216,ordinary,O
466243270251913216,",",O
466243270251913216,hungry,B-Symptom
466243270251913216,workers,O
466243270251913216,in,O
466243270251913216,such,O
466243270251913216,a,O
466243270251913216,difficult,O
466243270251913216,position,O
466243270251913216,and,O
466243270251913216,its,O
466243270251913216,freezing,O
466243270251913216,cold,O
466243270251913216,#,O
466243270251913216,platinumstrike,O
466247372243083265,I,O
466247372243083265,love,O
466247372243083265,how,O
466247372243083265,the,O
466247372243083265,simple,O
466247372243083265,runny,B-Symptom
466247372243083265,nose,I-Symptom
466247372243083265,and,O
466247372243083265,cough,B-Symptom
466247372243083265,I,O
466247372243083265,had,O
466247372243083265,a,O
466247372243083265,few,O
466247372243083265,days,O
466247372243083265,ago,O
466247372243083265,turned,O
466247372243083265,into,O
466247372243083265,bronchitis,B-Disease
466247372243083265,.,O
466247372243083265,Yay,O
466247372243083265,for,O
466247372243083265,sickness,B-Symptom
466247372243083265,/,O
466247372243083265,exhaustion,B-Symptom
466247372243083265,/,O
466247372243083265,pain,B-Symptom
466247372243083265,.,O
466261020508307456,RT,O
466261020508307456,@,O
466261020508307456,1002health,O
466261020508307456,:,O
466261020508307456,Many,O
466261020508307456,people,O
466261020508307456,with,O
466261020508307456,type,B-Disease
466261020508307456,2,I-Disease
466261020508307456,diabetes,I-Disease
466261020508307456,love,O
466261020508307456,potatoes,O
466261020508307456,",",O
466261020508307456,but,O
466261020508307456,can,O
466261020508307456,',O
466261020508307456,t,O
466261020508307456,afford,O
466261020508307456,the,O
466261020508307456,starch,O
466261020508307456,.,O
466261020508307456,Sweet,O
466261020508307456,potatoes,O
466261020508307456,are,O
466261020508307456,a,O
466261020508307456,great,O
466261020508307456,alternative,O
466261020508307456,",",O
466261020508307456,high,O
466261020508307456,i,O
466261020508307456,…,O
466262991852564480,Not,O
466262991852564480,tonight,O
466262991852564480,",",O
466262991852564480,honey,O
466262991852564480,.,O
466262991852564480,I,O
466262991852564480,have,O
466262991852564480,a,O
466262991852564480,headache,B-Symptom
466262991852564480,.,O
466262991852564480,How,O
466262991852564480,to,O
466262991852564480,prevent,O
466262991852564480,wine,B-Symptom
466262991852564480,headaches,I-Symptom
466262991852564480,so,O
466262991852564480,you,O
466262991852564480,can,O
466262991852564480,enjoy,O
466262991852564480,your,O
466262991852564480,glass,O
466262991852564480,-,O
466262991852564480,&,O
466262991852564480,gt,O
466262991852564480,;,O
466262991852564480,http,O
466262991852564480,:,O
466262991852564480,/,O
466262991852564480,/,O
466262991852564480,t,O
466262991852564480,.,O
466262991852564480,co,O
466262991852564480,/,O
466262991852564480,2gzga4oW3U,O
466262991852564480,@,O
466262991852564480,vinepair,O
466270394802905088,#,O
466270394802905088,Trucking,O
466270394802905088,industry,O
466270394802905088,takes,O
466270394802905088,long,O
466270394802905088,",",O
466270394802905088,hard,O
466270394802905088,look,O
466270394802905088,at,O
466270394802905088,@,O
466270394802905088,dot,O
466270394802905088,_,O
466270394802905088,safety,O
466270394802905088,',O
466270394802905088,s,O
466270394802905088,proposed,O
466270394802905088,drug,O
466270394802905088,&,O
466270394802905088,amp,O
466270394802905088,;,O
466270394802905088,alcohol,B-Drug
466270394802905088,clearinghouse,O
466270394802905088,rule,O
466270394802905088,:,O
466270394802905088,http,O
466270394802905088,:,O
466270394802905088,/,O
466270394802905088,/,O
466270394802905088,t,O
466270394802905088,.,O
466270394802905088,co,O
466270394802905088,/,O
466270394802905088,uXsiZQ30lq,O
466271606931988480,You,O
466271606931988480,',O
466271606931988480,re,O
466271606931988480,like,O
466271606931988480,a,O
466271606931988480,drug,O
466271606931988480,for,O
466271606931988480,me,O
466271606931988480,",",O
466271606931988480,my,O
466271606931988480,own,O
466271606931988480,personal,O
466271606931988480,brand,O
466271606931988480,of,O
466271606931988480,heroin,B-Drug
466271606931988480,.,O
466271606931988480,.,O
466271606931988480,.,O
466273582486523904,Thank,O
466273582486523904,you,O
466273582486523904,alcohol,O
466273582486523904,for,O
466273582486523904,this,O
466273582486523904,hangover,B-Symptom
466273582486523904,.,O
466273582486523904,.,O
466273582486523904,.,O
466273582486523904,Even,O
466273582486523904,better,O
466273582486523904,thank,O
466273582486523904,you,O
466273582486523904,Wawa,O
466273582486523904,🙏,O
466273582486523904,#,O
466273582486523904,iloveyoufood,O
466273582486523904,http,O
466273582486523904,:,O
466273582486523904,/,O
466273582486523904,/,O
466273582486523904,t,O
466273582486523904,.,O
466273582486523904,co,O
466273582486523904,/,O
466273582486523904,qEGn2ZzAZC,O
466273683112075264,RT,O
466273683112075264,@,O
466273683112075264,DaddyJew,O
466273683112075264,:,O
466273683112075264,It,O
466273683112075264,',O
466273683112075264,s,O
466273683112075264,cute,O
466273683112075264,how,O
466273683112075264,kids,O
466273683112075264,think,O
466273683112075264,band,O
466273683112075264,aids,O
466273683112075264,automatically,O
466273683112075264,take,O
466273683112075264,away,O
466273683112075264,all,O
466273683112075264,the,O
466273683112075264,pain,B-Symptom
466273683112075264,and,O
466273683112075264,make,O
466273683112075264,everything,O
466273683112075264,better,O
466273683112075264,.,O
466273683112075264,That,O
466273683112075264,',O
466273683112075264,s,O
466273683112075264,alcohols,O
466273683112075264,job,O
466273683112075264,you,O
466273683112075264,l,O
466273683112075264,…,O
466293274739609600,You,O
466293274739609600,are,O
466293274739609600,the,O
466293274739609600,itch,B-Symptom
466293274739609600,thats,O
466293274739609600,on,O
466293274739609600,my,O
466293274739609600,back,O
466293274739609600,.,O
466293274739609600,You,O
466293274739609600,are,O
466293274739609600,the,O
466293274739609600,gum,O
466293274739609600,under,O
466293274739609600,my,O
466293274739609600,shoe,O
466293274739609600,.,O
466293274739609600,You,O
466293274739609600,are,O
466293274739609600,the,O
466293274739609600,horrors,O
466293274739609600,of,O
466293274739609600,my,O
466293274739609600,past,O
466293274739609600,.,O
466293274739609600,You,O
466293274739609600,are,O
466293274739609600,the,O
466293274739609600,chill,O
466293274739609600,that,O
466293274739609600,haunts,O
466293274739609600,the,O
466293274739609600,room,O
466293274739609600,.,O
466296193954246656,Dr,O
466296193954246656,.,O
466296193954246656,Scofield,O
466296193954246656,treatment,O
466296193954246656,of,O
466296193954246656,metabolic,B-Disease
466296193954246656,syndrome,I-Disease
466296193954246656,:,O
466296193954246656,diet,O
466296193954246656,/,O
466296193954246656,exercise,O
466296193954246656,reduced,O
466296193954246656,#,O
466296193954246656,diabetes,B-Disease
466296193954246656,risk,O
466296193954246656,by,O
466296193954246656,40,O
466296193954246656,%,O
466296193954246656,;,O
466296193954246656,metformin,B-Drug
466296193954246656,alone,O
466296193954246656,only,O
466296193954246656,25,O
466296193954246656,%,O
466296193954246656,#,O
466296193954246656,APCU2014,O
466301302629466112,Beltran,O
466301302629466112,said,O
466301302629466112,he,O
466301302629466112,is,O
466301302629466112,sore,B-Symptom
466301302629466112,.,O
466301302629466112,.,O
466301302629466112,.,O
466301302629466112,Had,O
466301302629466112,cortisone,B-Drug
466301302629466112,shot,O
466301302629466112,in,O
466301302629466112,elbow,O
466301302629466112,.,O
466301302629466112,.,O
466301302629466112,.,O
466301302629466112,MRI,O
466301302629466112,revealed,O
466301302629466112,bone,B-Disease
466301302629466112,spur,I-Disease
466301302629466112,in,O
466301302629466112,elbow,O
466301302629466112,#,O
466301302629466112,yankees,O
466306746836074496,First,O
466306746836074496,it,O
466306746836074496,started,O
466306746836074496,with,O
466306746836074496,hayfever,B-Disease
466306746836074496,",",O
466306746836074496,then,O
466306746836074496,a,O
466306746836074496,cold,B-Disease
466306746836074496,",",O
466306746836074496,then,O
466306746836074496,just,O
466306746836074496,sneezing,B-Symptom
466306746836074496,again,O
466306746836074496,now,O
466306746836074496,a,O
466306746836074496,bloody,B-Symptom
466306746836074496,cough,I-Symptom
466306746836074496,.,O
466306746836074496,Hate,O
466306746836074496,being,O
466306746836074496,ill,O
466306746836074496,!,O
466306746836074496,My,O
466306746836074496,chest,O
466306746836074496,",",O
466306746836074496,ears,O
466306746836074496,and,O
466306746836074496,throat,O
466306746836074496,garn,O
466306746836074496,😓,O
466314376266272768,Effective,O
466314376266272768,Drugs,O
466314376266272768,to,O
466314376266272768,Curb,O
466314376266272768,Alcoholism,O
466314376266272768,Are,O
466314376266272768,Ignored,O
466314376266272768,",",O
466314376266272768,Study,O
466314376266272768,Finds,O
466314376266272768,:,O
466314376266272768,Two,O
466314376266272768,medications,O
466314376266272768,",",O
466314376266272768,naltrexone,B-Drug
466314376266272768,and,O
466314376266272768,acamprosate,B-Drug
466314376266272768,",",O
466314376266272768,work,O
466314376266272768,better,O
466314376266272768,than,O
466314376266272768,Antabuse,B-Drug
466314376266272768,",",O
466314376266272768,.,O
466314376266272768,.,O
466314376266272768,.,O
466316972561399809,I,O
466316972561399809,',O
466316972561399809,m,O
466316972561399809,so,O
466316972561399809,glad,O
466316972561399809,I,O
466316972561399809,still,O
466316972561399809,have,O
466316972561399809,pain,O
466316972561399809,pills,O
466316972561399809,left,O
466316972561399809,over,O
466316972561399809,from,O
466316972561399809,my,O
466316972561399809,infection,O
466316972561399809,earlier,O
466316972561399809,this,O
466316972561399809,year,O
466316972561399809,.,O
466316972561399809,This,O
466316972561399809,bruise,B-Symptom
466316972561399809,on,O
466316972561399809,my,O
466316972561399809,foot,O
466316972561399809,is,O
466316972561399809,killing,O
466316972561399809,me,O
466316972561399809,when,O
466316972561399809,I,O
466316972561399809,walk,O
466317933023866881,@,O
466317933023866881,fakingphil,O
466317933023866881,you,O
466317933023866881,.,O
466317933023866881,.,O
466317933023866881,.,O
466317933023866881,?,O
466317933023866881,*,O
466317933023866881,chokes,B-Symptom
466317933023866881,back,O
466317933023866881,another,O
466317933023866881,sob,B-Symptom
466317933023866881,",",O
466317933023866881,clenching,O
466317933023866881,my,O
466317933023866881,fists,O
466317933023866881,to,O
466317933023866881,stop,O
466317933023866881,myself,O
466317933023866881,from,O
466317933023866881,shaking,O
466317933023866881,*,O
466320118272638976,Drowsiness,B-Symptom
466320118272638976,and,O
466320118272638976,insomnia,B-Symptom
466320118272638976,could,O
466320118272638976,potentially,O
466320118272638976,cause,O
466320118272638976,a,O
466320118272638976,stroke,B-Disease
466320118272638976,:,O
466320118272638976,http,O
466320118272638976,:,O
466320118272638976,/,O
466320118272638976,/,O
466320118272638976,t,O
466320118272638976,.,O
466320118272638976,co,O
466320118272638976,/,O
466320118272638976,X0jwlt1UKw,O
466320118272638976,#,O
466320118272638976,WomensHealth,O
466320118272638976,#,O
466320118272638976,HealthNews,O
466320118272638976,#,O
466320118272638976,HearthHealth,O
466323503059591168,RT,O
466323503059591168,@,O
466323503059591168,_,O
466323503059591168,divmond,O
466323503059591168,:,O
466323503059591168,curled,O
466323503059591168,up,O
466323503059591168,with,O
466323503059591168,my,O
466323503059591168,head,O
466323503059591168,on,O
466323503059591168,your,O
466323503059591168,chest,O
466323503059591168,is,O
466323503059591168,the,O
466323503059591168,best,O
466323503059591168,remedy,O
466323503059591168,for,O
466323503059591168,the,O
466323503059591168,pain,B-Symptom
466323503059591168,and,O
466323503059591168,the,O
466323503059591168,stress,B-Symptom
466323503059591168,🙌,O
466335565907255296,Ima,O
466335565907255296,be,O
466335565907255296,18,O
466335565907255296,in,O
466335565907255296,5,O
466335565907255296,months,O
466335565907255296,&,O
466335565907255296,amp,O
466335565907255296,;,O
466335565907255296,mom,O
466335565907255296,better,O
466335565907255296,know,O
466335565907255296,I,O
466335565907255296,',O
466335565907255296,m,O
466335565907255296,haveing,O
466335565907255296,a,O
466335565907255296,drug,O
466335565907255296,and,O
466335565907255296,alcohol,B-Drug
466335565907255296,filled,O
466335565907255296,party,O
466343702852825089,18,O
466343702852825089,weeks,O
466343702852825089,:,O
466343702852825089,hungry,B-Symptom
466343702852825089,and,O
466343702852825089,tired,B-Symptom
466343702852825089,.,O
466343702852825089,http,O
466343702852825089,:,O
466343702852825089,/,O
466343702852825089,/,O
466343702852825089,t,O
466343702852825089,.,O
466343702852825089,co,O
466343702852825089,/,O
466343702852825089,MKG4JjcgZo,O
466343702852825089,#,O
466343702852825089,moms,O
466343702852825089,#,O
466343702852825089,parenting,O
466345086947966977,It,O
466345086947966977,',O
466345086947966977,s,O
466345086947966977,better,O
466345086947966977,to,O
466345086947966977,feel,O
466345086947966977,pain,B-Symptom
466345086947966977,",",O
466345086947966977,than,O
466345086947966977,nothing,O
466345086947966977,at,O
466345086947966977,all,O
466345086947966977,The,O
466345086947966977,opposite,O
466345086947966977,of,O
466345086947966977,loves,O
466345086947966977,indifference,O
466349465822322689,Take,O
466349465822322689,yo,O
466349465822322689,dusty,O
466349465822322689,musty,O
466349465822322689,crusty,O
466349465822322689,itchy,B-Symptom
466349465822322689,ashy,O
466349465822322689,hungry,B-Symptom
466349465822322689,broke,O
466349465822322689,ass,O
466349465822322689,on,O
466349465822322689,HOE,O
466349465822322689,!,O
466349465822322689,!,O
466349465822322689,!,O
466353584633036800,I,O
466353584633036800,',O
466353584633036800,m,O
466353584633036800,so,O
466353584633036800,exhausted,B-Symptom
466353584633036800,i,O
466353584633036800,dont,O
466353584633036800,know,O
466353584633036800,know,O
466353584633036800,if,O
466353584633036800,its,O
466353584633036800,my,O
466353584633036800,body,O
466353584633036800,thats,O
466353584633036800,tired,O
466353584633036800,or,O
466353584633036800,its,O
466353584633036800,hunger,B-Symptom
466366343689039872,RT,O
466366343689039872,@,O
466366343689039872,jackiealive13,O
466366343689039872,:,O
466366343689039872,If,O
466366343689039872,you,O
466366343689039872,are,O
466366343689039872,in,O
466366343689039872,a,O
466366343689039872,band,O
466366343689039872,",",O
466366343689039872,I,O
466366343689039872,don,O
466366343689039872,',O
466366343689039872,t,O
466366343689039872,give,O
466366343689039872,a,O
466366343689039872,fuck,O
466366343689039872,how,O
466366343689039872,tired,B-Symptom
466366343689039872,",",O
466366343689039872,hungry,B-Symptom
466366343689039872,or,O
466366343689039872,annoyed,O
466366343689039872,you,O
466366343689039872,are,O
466366343689039872,",",O
466366343689039872,or,O
466366343689039872,how,O
466366343689039872,bad,O
466366343689039872,you,O
466366343689039872,want,O
466366343689039872,a,O
466366343689039872,drink,O
466366343689039872,",",O
466366343689039872,NEVER,O
466366343689039872,ignor,O
466366343689039872,…,O
466367325160341505,RT,O
466367325160341505,@,O
466367325160341505,ESPNNFL,O
466367325160341505,:,O
466367325160341505,If,O
466367325160341505,the,O
466367325160341505,NFL,O
466367325160341505,',O
466367325160341505,s,O
466367325160341505,new,O
466367325160341505,drug,O
466367325160341505,policy,O
466367325160341505,is,O
466367325160341505,finalized,O
466367325160341505,",",O
466367325160341505,it,O
466367325160341505,will,O
466367325160341505,include,O
466367325160341505,changes,O
466367325160341505,specific,O
466367325160341505,to,O
466367325160341505,marijuana,B-Drug
466367325160341505,»,O
466367325160341505,http,O
466367325160341505,:,O
466367325160341505,/,O
466367325160341505,/,O
466367325160341505,t,O
466367325160341505,.,O
466367325160341505,co,O
466367325160341505,/,O
466367325160341505,FyTSqitNxT,O
466367757186240512,I,O
466367757186240512,’,O
466367757186240512,m,O
466367757186240512,tired,B-Symptom
466367757186240512,of,O
466367757186240512,feeling,O
466367757186240512,like,O
466367757186240512,I,O
466367757186240512,’,O
466367757186240512,m,O
466367757186240512,f,O
466367757186240512,*,O
466367757186240512,cking,O
466367757186240512,crazy,O
466367757186240512,I,O
466367757186240512,’,O
466367757186240512,m,O
466367757186240512,tired,B-Symptom
466367757186240512,of,O
466367757186240512,driving,O
466367757186240512,‘,O
466367757186240512,til,O
466367757186240512,I,O
466367757186240512,see,O
466367757186240512,stars,O
466367757186240512,in,O
466367757186240512,my,O
466367757186240512,eyes,O
466367757186240512,It,O
466367757186240512,’,O
466367757186240512,s,O
466367757186240512,all,O
466367757186240512,I,O
466367757186240512,’,O
466367757186240512,ve,O
466367757186240512,got,O
466367757186240512,to,O
466367757186240512,keep,O
466367757186240512,myself,O
466367757186240512,sane,O
466367757186240512,",",O
466367757186240512,baby,O
466371263611822080,This,O
466371263611822080,headache,B-Symptom
466371263611822080,is,O
466371263611822080,out,O
466371263611822080,of,O
